CONTENT|SENTIMENT|RATING|DOMAIN|FONT|CREATE_AT
Excelente produto, recebi no prazo indicado e o mesmo é como eu imaginava.|positive|5|Papelaria|b2w-reviews|2018-02-28 20:28:12.000000000
É impossível instalar, manual em inglês e japonês, algumas partes da instalação de ouve informações vindo da lâmpada, mas imagine um inglês com sotaque japonês.|negative|1|Casa e Construção|b2w-reviews|2018-02-08 07:32:41.000000000
Muito bom! Chegou rápido, dentro do prazo e de acordo com o descrito!|positive|5|Papelaria|b2w-reviews|2018-01-08 08:33:12.000000000
POR QUE NO TÍTULO DO PRODUTO TEM DIZENDO QUE É O LADO ESQUERDO, MAS NA POSIÇÃO DA FOTO É O DIREITO ?|negative|2|Automotivo|b2w-reviews|2018-04-16 17:13:44.000000000
Além da imagem do Waze ser muito ruim, muitas vezes preciso desligar e ligar o aparelho ( o carro, no caso) para conseguir reproduzir o Spotify junto ao Waze. Existe algum conflito entre esses dois Apps. O som é de boa qualidade e as trocas são rápidas nas várias funções.|neutral|3|Automotivo|b2w-reviews|2018-03-31 18:56:41.000000000
Produto muito rápido, pratico, e preciso. Gostei muito!|positive|5|Saúde|b2w-reviews|2018-04-17 15:41:39.000000000
O produto que chegou é bem diferente do que esta na imagem!!! espero que troquem meu produto, quero oque eu escolhi e paguei!!!|negative|1|Malas e Acessórios|b2w-reviews|2018-02-26 14:55:51.000000000
Estou acompanhando o desempenho do meu veículo após utilização do produto.|positive|4|Automotivo|b2w-reviews|2018-03-21 06:33:03.000000000
Funciona sim, só que tem que passar o depilador bem devagar para retirar bem os pelos.|neutral|3|Beleza e Perfumaria|b2w-reviews|2018-03-11 06:34:04.000000000
Produto exatamente como descrito acompanhando todas as peças, tem um tamanho bom e fácil de montar. Entrega super rápida o prazo era 11 a 15 dias e chegou no 7º. parabéns Eleva Mundi e Americanas.|positive|4|Pet Shop|b2w-reviews|2018-05-11 11:56:45.000000000
fogão e ótimo . só o prazo de entrega que eu não gostei demoro muito|positive|4|Eletrodomésticos|b2w-reviews|2018-01-02 07:45:03.000000000
A cabeceira é linda, ainda não montei, mas vai combinar com as outras peças do quarto, que ficará lindo com ela.|positive|4|Móveis|b2w-reviews|2018-01-18 16:09:38.000000000
Sem comentários, o produto é muito bom.  Gela bastante e não faz nenhum barulho.|positive|4|Ar-condicionado e Aquecedores|b2w-reviews|2018-05-10 07:35:27.000000000
É realmente de boa qualidade, Mas as peças são minúsculas, algumas quase microscópicas. Fácil de a criança perder.|negative|2|Brinquedos|b2w-reviews|2018-01-17 09:29:28.000000000
é um produto de otima qualidade apesar do preço elevado.|positive|5|Pet Shop|b2w-reviews|2018-04-25 21:45:38.000000000
como vcs me manda uma avaliaçao de um produto se eu nao o recebi ainda?|negative|1|Celulares e Smartphones|b2w-reviews|2018-05-22 06:14:59.000000000
produto muito bom,atendeu minhas necessidades eu super recomendo,se pudesse compraria outro|positive|5|TV e Home Theater|b2w-reviews|2018-03-31 08:43:15.000000000
O purificador de água gelada só tem água morna. A assistência não conserta, mesmo depois de 90 dias, porque a fábrica não entrega as peças. O atendimento ao cliente disse que vai resolver, mas tenho que aguardar.|negative|1|Eletrodomésticos|b2w-reviews|2018-01-11 10:02:38.000000000
Estou aguardando efetuar a troca, pois mandaram no lugar do massageador um barbeador eletrico. Americana disse q a Brenit ia entrar em contato, até agora nada.  estou chateada. Tenho pressa por aquele aparelho.|negative|1|Esporte e Lazer|b2w-reviews|2018-05-16 17:25:33.000000000
Escolhi e paguei por uma cafeteira vermelha, mas me foi enviado uma preta. Até agora não tenho um posicionamento da loja para fazer a troca pelo produto certo.|negative|1|Utilidades Domésticas|b2w-reviews|2018-01-17 07:49:54.000000000
Produto com bom custo/benefício, entrega rápida. Quanto à qualidade não dá para avaliar, tem que confiar.|positive|4|Suplementos e Vitaminas|b2w-reviews|2018-05-18 08:32:44.000000000
Não gostei do produto pois não funcionou como deveria e não consegui resolver o problema.|negative|2|Celulares e Smartphones|b2w-reviews|2018-05-12 06:32:47.000000000
Muito pratico e fácil de se usar ! Recomendo ! E a entrega antes da data prevista , como sempre ! Confio nas Americanas ! Muito boa !|positive|5|Utilidades Domésticas|b2w-reviews|2018-04-24 17:11:06.000000000
Pelo o custo benefício o produto que comprei esta atendendo as necessidades.|neutral|3|Celulares e Smartphones|b2w-reviews|2018-05-28 16:27:25.000000000
Pensavamos que as cadeiras seriam maiores, mais sao boas e bonitas, nao posso falar o mesmo do transporte que tive que mandar varias mensagens para receber o produto que falaram que tinham entregue a 15 dias a tras e so fui receber hoje com a caixa toda amassada!|neutral|3|Móveis|b2w-reviews|2018-03-09 11:19:34.000000000
O produto atende às espectativas, eu recomendo, pois tem um som de qualidade para o preço que se paga.|positive|4|Instrumentos Musicais|b2w-reviews|2018-01-05 07:07:30.000000000
Bom produto ótimo custo beneficio  recomendo  ótima câmera  traseira|neutral|3|Celulares e Smartphones|b2w-reviews|2018-04-08 13:53:34.000000000
Película de vidro comum, capa também comum, como esperado pelo preço. Powerbank bem útil (quebra o galho), porém demora muito para carregar.|positive|4|Celulares e Smartphones|b2w-reviews|2018-01-16 05:24:29.000000000
Chegou em excelente estado, antes do prazo de entrega. Só não gostei que cobraram a taxa de  entrega e tive que ir buscar no correio.|neutral|3|Beleza e Perfumaria|b2w-reviews|2018-01-29 04:44:17.000000000
Produto excelente. Amei!! Recomendo pra quem é loira e tem cabelos secos. Entrega rápida.|positive|5|Beleza e Perfumaria|b2w-reviews|2018-01-24 15:52:10.000000000
Quanto à entrega, fui surpreendida pelo extravio na primeira remessa. Mas, ainda assim, o celular chegou em minha casa dentro do prazo estipulado para a primeira entrega. Em relação ao celular, estou gostando da experiência que ele proporciona, facilitou minha vida no uso cotidiano. Feliz com a compra!|positive|4|Celulares e Smartphones|b2w-reviews|2018-03-25 17:00:37.000000000
Não comprem isso não presta não funciona comprei  um joguei no lixo porque não presta pra nada|negative|1|Informática e Acessórios|b2w-reviews|2018-04-27 16:33:58.000000000
Chegou antes do prazo previsto ,Ta de parabéns a lojas americanas!gostei e ainda continue comprando na loja americanas!!|positive|5|Celulares e Smartphones|b2w-reviews|2018-04-14 10:24:14.000000000
Cumpre o que promete e é bem compacto. A única ressalva é que não acompanha um tampão para quando não fosse instalado junto a uma torneira.|positive|5|Eletroportáteis|b2w-reviews|2018-03-24 16:46:03.000000000
Excelente produto. Fiquei vários dias vendo os prós e contras e não errei na escolha.|positive|5|Celulares e Smartphones|b2w-reviews|2018-01-05 15:33:07.000000000
Meu colchão já estava com anos de uso. E muitas vezes acordei com dores nas costas. Entre as coisas que eu planejava comprar, estava um colchão novo. Comprei, gostei muito dele e apenas algumas noites dormindo nele, percebi que minhas dores nas costas acabaram. Foi ótimo para minha saúde!|positive|4|Móveis|b2w-reviews|2018-05-02 17:17:22.000000000
Excelente aparelho, e entrega rápida , compraria outro ou indicaria pra alguém sem problemas.|neutral|3|Celulares e Smartphones|b2w-reviews|2018-04-28 02:17:58.000000000
A boneca tem um ótimo tamanho, sendo ótima para crianças menores brincarem. Costuras e acabamentos muito bons, fazendo com que ela seja bem resistente. Faz sucesso ao dá-la de presente.|positive|5|Brinquedos|b2w-reviews|2018-01-11 08:02:16.000000000
Além de de ter recebido o produto sem a Bolsa (que fazia parte da compra), o Hoverboard adquirido há 20 dias, está apresentando problemas. Quando em uso, o equipamento desliga do nada (mesmo com a bateria plenamente carregada), causando a queda do usuário, e, em outros momentos, ao ser ligado o equipamento começa a girar descontroladamente.|negative|1|Esporte e Lazer|b2w-reviews|2018-04-25 11:39:56.000000000
Prezados, bom dia!  O produto não é original... Produto de segunda linha o qual não ficou claro para mim no ato da compra e não funciona bem. Quando retiro o cabo do controle remoto a bateria não atende, ou seja, só funciona com o fio conectado... A bateria não carrega e não funciona sem o fio o que não é condizente como funciona efetivamente o produto original.  Favor verificar.  Fico aguardando.  Obrigado pelo retorno.  Atenciosamente. Norman Passos|negative|2|Games|b2w-reviews|2018-03-28 09:17:06.000000000
Entrega rapida, produto muito bom, não tenho do que reclamar. Está como esperava.|positive|5|Eletroportáteis|b2w-reviews|2018-01-18 20:49:45.000000000
Gostei muito do produto, não diria que seria para uso profissional, mas para um karaoke , ou para um iniciante no canto como eu, já é um bom começo.  super indico o Corujamix, entrega rapida e atenciosos.|neutral|3|Instrumentos Musicais|b2w-reviews|2018-04-23 13:06:43.000000000
Não deixa nada a desejar aos modelos mais sofisticados. Suas funções são simples e atende todas as minhas expectativas. Sem contar o tempo de entrega que foi rapidíssimo, como todas as  compras na LASA.com|positive|5|Celulares e Smartphones|b2w-reviews|2018-03-14 13:32:52.000000000
Chegou bem antes da data e perfeitooo ...adoramos .. Fácil de montar|positive|4|Esporte e Lazer|b2w-reviews|2018-01-12 08:56:17.000000000
muito bom o site das americanas ecelente para comprar qualquer produto .|positive|5|Livros|b2w-reviews|2018-04-14 16:29:56.000000000
Gostei muito do LG G6, já tive outros dois da linha G, o G2 e o G4...mas achei o design deste muito bonito, top de linha!  Apenas achei que esquenta muito rápido quando jogo os jogos um pouco mais pesados, não trava, nem nada, mas achei que esquenta mais rápido em relação ao G4,  De resto achei o celular muito bom!|positive|4|Celulares e Smartphones|b2w-reviews|2018-01-19 16:18:08.000000000
recomendo esta capa para qualquer pessoa que for comprar e quer proteger o seu note 8|positive|5|Celulares e Smartphones|b2w-reviews|2018-03-21 14:30:53.000000000
Produto maravilhoso e super prático. Material resistente, espaçamento adequado para casa pequena como a minha. Estou amando minha cozinha!!!|positive|4|Móveis|b2w-reviews|2018-03-09 13:55:44.000000000
Bom Produto, cumpri o que promete........................................................Bom Produto, cumpri o que promete........................................................Bom Produto, cumpri o que promete........................................................ Bom Produto, cumpri o que promete........................................................ Bom Produto, cumpri o que promete........................................................|positive|4|Informática e Acessórios|b2w-reviews|2018-04-25 15:40:16.000000000
Excelente TV, rápido desempenho na Smart TV, ótima imagem.|positive|5|TV e Home Theater|b2w-reviews|2018-03-26 08:10:50.000000000
Chegou em excelente estado, ótimas ilustrações, chegou antes do tempo previsto. Amei muito. Super recomendo.|positive|5|Livros|b2w-reviews|2018-05-05 09:31:44.000000000
Após atualizar a placa NVIDIA o notebook simplesmente parou de funcionar, dando o erro NVLDDMKM.SYS. Não recomendo|negative|2|Informática|b2w-reviews|2018-01-12 12:41:16.000000000
Comprei pra minha sobrinha, a minha irmã adorou. Muito bom o material.|positive|4|Papelaria|b2w-reviews|2018-03-07 13:20:43.000000000
funciona mesmo! bem pratico! Vale a pena ! funciona mesmo! bem pratico! Vale a pena !|positive|5|Utilidades Domésticas|b2w-reviews|2018-03-28 16:45:05.000000000
Fiz a Primeira sessão não posso falar pois ainda não tivesse resultados o resultado é a longo prazo mas estou muito satisfeita pela compra queria muito esse aparelho espero valer a pena|neutral|3|Beleza e Perfumaria|b2w-reviews|2018-02-25 15:26:50.000000000
O produto é realmente o que diz na informação e o que eu esperava.|positive|4|TV e Home Theater|b2w-reviews|2018-03-31 10:48:27.000000000
O mouse da HP é bastante funcional e atende perfeitamente o propósito para o qual foi feito. Excelente produto|positive|5|Informática e Acessórios|b2w-reviews|2018-01-08 06:27:23.000000000
Produto de qualidade ,entrega rápida e fácil instalação|positive|4|Casa e Construção|b2w-reviews|2018-01-17 06:51:56.000000000
Para leituras digitais(Playbook,Revistas,e PDF)  e vídeos básicos do Netflix /YouTube, é bom. Me surpreendi...|neutral|3|Informática|b2w-reviews|2018-04-11 17:26:45.000000000
Abri a caixa e retirei o moedor de café  estava a parte de metal com ferrugem.|negative|1|Indústria, Comércio e Negócios|b2w-reviews|2018-02-28 19:22:25.000000000
Ótimo para usar no meu sofá, apesar de ser um colcha! Cabe certinho e fica bem bonito.|positive|4|Cama, Mesa e Banho|b2w-reviews|2018-05-12 08:45:56.000000000
Chegou no prazo é muito bem embalado! Os detalhes dão um charme à louça, sofisticação! Amei! Recomendo!|positive|5|Utilidades Domésticas|b2w-reviews|2018-04-13 20:27:44.000000000
Bom fiz a compra nas americanas o celular chegou rápido, mais a película e capa antinpacto ate hoje isso que entrega seria de 10 a 15 dias uteis, e ja vai fazer 4 MÊSES......  ate hoje nada , entregas pela nave 10 e maior decepção dor de cabeca, mandei vários emails e nem respondem, acho que a americanas deveria deixar de ser parcera da NAVE 10|negative|1|Celulares e Smartphones|b2w-reviews|2018-05-14 12:13:07.000000000
Achei o produto muito prático, além do designer bem legal.|positive|4|Utilidades Domésticas|b2w-reviews|2018-04-06 12:02:06.000000000
Panelas finas em comparação as polidas, sem brilho, cabos mal acabados, enfim, devolvi e comprei as grossas, polidas de cabo de madeira. Essas são finas, leves e mal acabadas. Não Gostei!!!!|negative|1|Utilidades Domésticas|b2w-reviews|2018-05-17 08:50:40.000000000
Tv show de bola. Entrega antes da data prevista. Tudo 10.|positive|5|TV e Home Theater|b2w-reviews|2018-03-04 11:44:24.000000000
bem melhor do que imaginei, pelo preço! o tamanho é muito bom|positive|5|Celulares e Smartphones|b2w-reviews|2018-01-05 13:12:35.000000000
Bom dia!  Gostei muito do produto, é muito confortável! O produto chegou antes do prazo.|positive|5|Moda|b2w-reviews|2018-05-21 06:13:46.000000000
As lojas Americanas está de parabéns, produto ótimo e essa entrega foi rápida e perfeita.  Mercadoria em excelente estado.|positive|4|Eletroportáteis|b2w-reviews|2018-03-29 16:21:25.000000000
Processa e liquidifica com muita eficiência e sem muito barulho. Recomendo.|positive|4|Eletroportáteis|b2w-reviews|2018-03-12 10:52:53.000000000
Chegou antes do prazo mas não acende as teclas. Poderia ter comprado um mas barato. Comprei este pela luz noturna, mas não acende.|negative|1|Informática e Acessórios|b2w-reviews|2018-04-19 05:29:56.000000000
Achei um pouco molenga depois de montada, muito pratica e moderna, facil de guardar após o uso. A entrega foi espetacular muito rápido.|positive|4|Ferramentas e Jardim|b2w-reviews|2018-01-18 18:01:11.000000000
Produto ótimo, meu pai e o e o tio do meu esposo tem, super indico e as lojas americanas nem se fala, a entrega foi super rápida.|positive|5|Celulares e Smartphones|b2w-reviews|2018-04-12 16:23:57.000000000
Tenho um colchao desse é otimo pra quem tem problema coluna super recomendo|positive|5|Móveis|b2w-reviews|2018-03-06 09:07:43.000000000
Não recebi o produto ainda quero uma solução por favor resolvam meu problema me devolvam meu dinheiro, que frustração gente pelo amor de Deus.|negative|1|Celulares e Smartphones|b2w-reviews|2018-05-05 19:01:52.000000000
Tive um pequeno atraso na entrega, mas assim que chegou o produto fiquei bastante satisfeita com a compra.|positive|4|Suplementos e Vitaminas|b2w-reviews|2018-03-18 14:47:58.000000000
Super pratico, portátil, o processador tem um tamanho grande e muito bom! Tudo funciona direitinho e ótimo, preço muito bom tb e chegou muito rápido na minha casa, adorei|positive|5|Eletroportáteis|b2w-reviews|2018-03-06 09:04:11.000000000
ola boa tarde meu relógio venho com um defeito, a pulseira esta muito dura ela não fica jutos no meu braço, eu queria troca também informo que a nota fiscal não venho, quero recebe ela também|negative|2|Relógios|b2w-reviews|2018-03-08 09:18:29.000000000
Já comprei outros produtos da Mondial e nunca tive nenhum problema.|positive|4|Casa e Construção|b2w-reviews|2018-04-10 08:34:19.000000000
Produto ruim, mal feito, frágil e de péssima qualidade. Chegou já riscado em 2 lugares. Não recomendo.|negative|1|Móveis|b2w-reviews|2018-01-21 12:32:00.000000000
O produto foi entregue dentro da data estipulada, e com ótima qualidade.|positive|5|Celulares e Smartphones|b2w-reviews|2018-05-18 08:57:42.000000000
Adorei o equipamento e recomendo, além de pratico bastante útil no dia a dia.|positive|5|Beleza e Perfumaria|b2w-reviews|2018-05-02 16:18:50.000000000
Perfeito para quem gosta de jogar sem limitações, principalmente pela opção de poder jogar online, com amigos e parentes, podendo ainda fazer novos amigos.|positive|5|Games|b2w-reviews|2018-02-25 18:39:58.000000000
O Relógio é muito bonito exatamente como é mostrado a entrega foi super rápida muito antes do que foi combinado...excelente compra.|positive|4|Relógios|b2w-reviews|2018-04-01 17:17:53.000000000
Produto chegou antes do prazo...produto ótimo...profissional mesmo...super recomendo!!!|positive|5|Beleza e Perfumaria|b2w-reviews|2018-05-17 09:50:26.000000000
A entrega veio rápido, mais Não gostei por que a entrega não chegou legal, a caixa veio toda se rasgando|positive|4|Livros|b2w-reviews|2018-04-27 18:47:40.000000000
Muito bom! Entrega rápida e produto excelente. Fácil para usar. Obrigada.|neutral|3|Celulares e Smartphones|b2w-reviews|2018-05-02 07:52:30.000000000
O produto não vem com a boneca como mostra na figura. A propaganda é enganosa.|negative|1|Bebês|b2w-reviews|2018-01-18 07:55:51.000000000
Gostei da qualidade da grade, porém os pés de borracha vieram com defeito. Não são muito bons. Não estão firmes, a borracha que enrosca no parafuso que possibilita a regulagem está frouxa!|negative|2|Pet Shop|b2w-reviews|2018-01-22 04:51:26.000000000
Gostei do produto Carga para aparelho Gillette Proglide - 4 unidades|positive|4|Beleza e Perfumaria|b2w-reviews|2018-04-23 13:24:49.000000000
Cadeira forte,segura,confortável  e bonita!Pontos negativo toma muito espaço e a bandeja é difícil  de encaixar!|positive|4|Bebês|b2w-reviews|2018-02-16 07:37:50.000000000
entrega rápida e produto esperado...gostei muito e indico a compra e o produto.......|positive|4|Esporte e Lazer|b2w-reviews|2018-05-26 15:06:18.000000000
Design e qualidade regulares. Achei que teria ventilação, mas não tem. Funciona bem e é bem fácil montar.|negative|2|Informática e Acessórios|b2w-reviews|2018-03-07 18:48:20.000000000
Não faz sentido o preço desse item que tem 4Gb de memoria ram estar mais caro do que o que tem 6 GB de memoria ram.  Isso porque estão no MESMO site.|negative|1|Informática|b2w-reviews|2018-03-09 09:23:53.000000000
Produto pratico e saboroso, recomendo a quem quer se alimentar saudavelmente.|positive|4|Eletroportáteis|b2w-reviews|2018-03-12 18:02:35.000000000
Olá! Que bom poder avaliar a compra. O livros dispensa comentários, muito bem escrito e uma linguagem muito prática. Quero mesmo é avaliar a entrega feita pelo site, que superou as expectativas ao chegar antes do prazo determinado. Ganharam uma cliente!|positive|5|Livros|b2w-reviews|2018-05-11 07:47:06.000000000
Recebi os produtos pago por boleto bancário, dentro do prazo prometido e em perfeito estado.|positive|4|Ferramentas e Jardim|b2w-reviews|2018-05-31 16:31:41.000000000
A cafeteira atendeu as minhas expectativas, muito pratica e eficiente, pra duas pessoas é ideal.|positive|5|Eletroportáteis|b2w-reviews|2018-01-25 04:03:12.000000000
As bonecas são muito bonitas, porém os cabelos tem que tomar muito cuidado para não embolar. De modo geral minha filha adorou.|positive|4|Brinquedos|b2w-reviews|2018-01-02 14:46:12.000000000
Esperando a troca, pois o protudo veio co. Defeito.|negative|2|Decoração|b2w-reviews|2018-05-28 00:50:46.000000000
Os parceiros  das lojas americanas vendem e depois cancelam as compras!! Não tem para entregar, isto é picaretagem.|negative|1|Celulares e Smartphones|b2w-reviews|2018-04-29 16:42:03.000000000
FAZ 30 DIAS QUE COMPREI O PRODUTO E ATÉ AGORA NÃO RECEBI, TAMPOUCO CONSEGUI CONVERSAR COM ALGUÉM PARA RESOLVER O PROBLEMA. QUERO A DEVOLUÇÃO DO MEU DINHEIRO.|negative|1|Livros|b2w-reviews|2018-04-23 19:26:20.000000000
O andador é ótimo e interativo, fazendo com que a criança fique atenda a qualquer tipo de barulho ou movimentação!  Ele é super seguro, não tomba, em degraus ele contém um sistema de segurança que trava o andador e ele não consegue avançar, excelente produto! Meu filho está aproveitando muito! Agradeço a entrega rápida e antes do devido prazo da Americanas!|positive|5|Bebês|b2w-reviews|2018-01-03 06:35:12.000000000
Me serviu muito bem, precisava passar um curso de francês que ganhei em fitas K7 para o computador para depois ouvir no celular e foi ótimo.|positive|4|Áudio|b2w-reviews|2018-04-27 09:37:30.000000000
Comprei, recebi, carreguei conforme as orientações, porém NÃO FUNCIONA|negative|1|Eletroportáteis|b2w-reviews|2018-05-11 06:21:03.000000000
Sem comentário,o produto e ruim.baixíssima qualidade.|negative|1|Utilidades Domésticas|b2w-reviews|2018-03-15 17:33:23.000000000
foi presente , mas a pessoa adorou, recomendaria aos amigos. Muito bom o produto|neutral|3|Beleza e Perfumaria|b2w-reviews|2018-01-15 18:42:00.000000000
É ótimo , só achei Ruin pq veio impenado e com alguns amasos|neutral|3|Eletrodomésticos|b2w-reviews|2018-04-15 00:29:15.000000000
A tv tem a imagem linda! Era o que imaginávamos, o produto veio com tudo certo e a entrega foi antes do prazo informado. Muito satisfeita!|positive|5|TV e Home Theater|b2w-reviews|2018-01-04 09:13:18.000000000
Apesar de ser fabricado na China  É meio frágil, mas funciona....|neutral|3|Utilidades Domésticas|b2w-reviews|2018-05-23 09:19:55.000000000
A Tv realmente é  muito boa!!! O sistema dela é impressionante... Umas das melhores do mercado!!! A LG só deveria enviar o controle smart Magic junto! A tv é excelente, valewww americanas entregou no prazo... paguei 50 reais de frete rápido mas mesmo assim demorou demais!!!|positive|5|TV e Home Theater|b2w-reviews|2018-04-30 21:22:45.000000000
220 reais só o frete? Que absurdo é esse???     ...|negative|2|Eletrodomésticos|b2w-reviews|2018-02-02 09:11:57.000000000
Produto de excelente qualidade, melhor custo benefício. Entrega dentro do prazo determinado.|positive|5|TV e Home Theater|b2w-reviews|2018-04-16 14:15:32.000000000
Produto bom faz o que é prometido , e Américas sempre entregando não prazo e sem complicações.  Recomendo só faço uma ressalva comprar se atentar para quem vai entregar e a americanas , pois se for outro vai ter dor de cabeça como eu tive .|positive|4|Eletroportáteis|b2w-reviews|2018-03-26 06:08:21.000000000
nao chegou..... estou a muito tempo esprando issso..... to arrependido.... pois paguei a vista|negative|1|Automotivo|b2w-reviews|2018-01-08 12:55:34.000000000
Sempre compro nas Americanas.com e nunca tive nenhum problema com vocês.  Todas as minhas compras maiores que faço são pelas Americanas. Espero contar com esta parceria por muito tempo. Sempre recomendo vocês para meus amigos. continuem assim.........Qualidade e comprometimento são duas coisas que nunca podem estar separadas e vocês fazem por onde. Parabéns.........|positive|5|Eletroportáteis|b2w-reviews|2018-05-05 18:15:22.000000000
Adorei muito prático,  Deveria ter mais opção de modelos e cor.|neutral|3|Celulares e Smartphones|b2w-reviews|2018-04-14 19:01:22.000000000
Infelizmente o adesivo de cola não é resistente como consta nas características técnicas do produto.|neutral|3|Bebês|b2w-reviews|2018-04-13 12:31:47.000000000
Produto de otima qualidade e extamente o que promete, lindo leve e rapido muito bom|positive|5|Celulares e Smartphones|b2w-reviews|2018-05-23 15:41:15.000000000
Produto maravilhoso, atende as necessidades e a qualidade é excelente|positive|5|Bebês|b2w-reviews|2018-03-01 19:20:38.000000000
Mesmo para quem não gosta do genero RPG, The Witcher 3 conquista qualquer jogador com personagens carismaticos e historia incrivel. O nivel de detalhes e minimo detalhes que a CD projekt de cada personagem e principalmente historia são surpreendentes, algo raro de se ver nas desenvolvedoras. Arquivos e registros em portugues que fizeram questão de traduzir perfeitamente cada detalhe até nas rimas das musicas. Perfeito|positive|5|Games|b2w-reviews|2018-01-26 19:53:30.000000000
Não é mencionado o Sistema Operacional e não possui ficha técnica.|negative|1|Informática|b2w-reviews|2018-02-03 17:00:51.000000000
Americanas como sempre, entregando antes do previsto, nota 10. Produto chegou em perfeitas condições. Cumpre o que promete! Recomendo|positive|4|TV e Home Theater|b2w-reviews|2018-04-03 16:59:10.000000000
Ótimo produto. Entrega rápida. Recomendo. Minha esposa adorou.|positive|5|Eletrodomésticos|b2w-reviews|2018-01-16 05:15:30.000000000
Chegou em tempo certo e em perfeito estado! Não tive nenhum problema. Muito bom!|positive|5|Celulares e Smartphones|b2w-reviews|2018-01-31 10:24:23.000000000
BOM BOM BOM BOM........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................;|neutral|3|Utilidades Domésticas|b2w-reviews|2018-02-25 10:07:59.000000000
Superou as expectativas. Recomendo! Serviu certinho no Para-barro .|positive|5|Automotivo|b2w-reviews|2018-01-08 15:59:23.000000000
O travesseiro vem praticamente seco com pouco enchimento e a costura muito ruim, já rasgou! Na primeira viagem|negative|2|Decoração|b2w-reviews|2018-04-06 10:29:09.000000000
Entrega em tempo espetacular ... Pensa num cara satisfeito...|positive|5|Relógios|b2w-reviews|2018-02-19 05:10:38.000000000
Recebi uma mensagem há mais de uma semana sobre o atraso na entrega do meu produto. Segundo os Correios, a mercadoria ainda não havia chegado no CEE Maceió. Desde então, tenho mantido contato com as Americanas, mas até agora nenhuma resposta concreta sobre a localização do meu produto ou se ele foi extraviado, nem a entrega foi efetuada. Necessito de uma posição urgente!!|negative|1|Beleza e Perfumaria|b2w-reviews|2018-04-13 16:34:10.000000000
Não posso dar minha avaliação porque o produto ainda não foi entregue. Mas sei que é de boa qualidade porque já realizei outras compras na lojas Americanas.|negative|2|Brinquedos|b2w-reviews|2018-01-13 14:15:16.000000000
Produto deixa o cabelo hidratado brillhoso abaixa o volume muito bom|positive|4|Beleza e Perfumaria|b2w-reviews|2018-03-24 22:05:13.000000000
"Primeiramente ao site, a parte de oficialização da compra, o acompanhamento de meu pedido e a entrega (super rápida, entregue bem antes do previsto) nota 1000. Mais falando do produto, a Smart TV LED 40"" Toshiba 40L2600 apresentou um ótimo custo benefício, além de linda, supriu minhas expectativas nos quesitos som, imagem, aplicativos. Ótimo produto. Recomento não só a marca, mais também como a compra. Vlw Lojas Americanas e Toshiba."|positive|5|TV e Home Theater|b2w-reviews|2018-01-14 12:49:38.000000000
Muito bom o produto, muito útil, com certeza recomendo|positive|4|Utilidades Domésticas|b2w-reviews|2018-01-08 08:10:33.000000000
Olha, eu estou realmente frustrada com a compra... Demorou chegar a bicicleta e quando chega, defeituosa para variar... Acho que deveriam testar antes de despachar pro consumidor!!!!!um defeito na solda que segura o freio não permite a roda girar... É um defeito 'considerável '. Agora estou à espera da boa vontade da fornecedora e transportadora que estão me fazendo a maior raiva...há semanas aguardo resolução!  Isso terá que ter solução,não se faz isso com cliente algum.. Descaso total|negative|1|Esporte e Lazer|b2w-reviews|2018-04-01 22:42:18.000000000
Além de ser um excelente produto, a entrega foi muito rápida!|positive|5|TV e Home Theater|b2w-reviews|2018-01-11 10:02:02.000000000
Produto de qualidade, chegou rápido .  a  entrega foi foi feito a  terceiro sem assinatura de recebimento|positive|4|Pet Shop|b2w-reviews|2018-01-08 20:04:27.000000000
Ótimo produto.. Vendi minha moto e comprei essa chave. Produto com uma beleza esplêndida e qualidade absurda, sem contar esse preço camarada. Abraços.  Milton.|positive|5|Ferramentas e Jardim|b2w-reviews|2018-05-15 01:08:21.000000000
Recebi o celular com 4 dias, antes do previsto, incrível antes do Carnaval .A     lojas Americanas está de parabéns. A minha nota e 1000 para vocês e recomendo a todos que se sentem inseguros que utilizem o Site da loja.|positive|5|Celulares e Smartphones|b2w-reviews|2018-02-18 14:40:09.000000000
Excelente produto, vou adiquirir outro para agendamento de muitos objetos que tenho em casa|positive|4|Móveis|b2w-reviews|2018-04-11 20:59:51.000000000
Meu aparelho anterior era o Galay S5, a diferença é muito grande. A camera deu um salto muito grande em relação ao S7, a antena wifi 5g é muito melhor. Os auto falantes frontais ficaram numa posição muito boa, a qualidade de audio é muito melhor. A camera, agora sim esta superior as da Samsung.|positive|5|Celulares e Smartphones|b2w-reviews|2018-05-02 14:24:12.000000000
As qualidades do produto estão muito aquém do divulgado. No YouTube, além da lentidão, a TV trava de repente e para retornar tem que desligar na tomada de força, pois não aceita os comandos nem para desligar manualmente. Isso é horrível para uma marca tão antiga|negative|2|TV e Home Theater|b2w-reviews|2018-04-21 18:18:40.000000000
Entregue muito rápido e produto funcionando perfeitamente.|positive|5|Informática|b2w-reviews|2018-03-26 07:08:13.000000000
Depois de muita recomendação de 'youtubers' resolvi ter em meu poder uma HyperX. Amei o produto.  obs: não tinha na cor que escolhi na hora da compra no site. Logo, já recebi uma ligação para que eu pudesse escolher outra cor e,  que já estava para ser despachado a transportadora.|positive|5|Informática e Acessórios|b2w-reviews|2018-04-11 18:59:58.000000000
